,Type,Age,Breed1,Gender,Color1,Color2,MaturitySize,FurLength,Vaccinated,Sterilized,Health,Fee,Description,PhotoAmt,AdoptionSpeed
1925,Cat,3,Domestic Short Hair,Male,Black,White,Medium,Short,No,No,Healthy,30,"Verdi and his siblings, Okki and Crook was rescued by a lady in Putrajaya. Their mom went missing. They can eat kibbles and a photo freak. They can't stop posing for their best shot. Very playful, active, friendly and adorable. Verdi and Okki are twins. To difference between them is, Verdi has longer tail than Okki.",5,1
1926,Dog,37,Labrador Retriever,Female,Cream,White,Medium,Short,Yes,Yes,Healthy,0,"Kindly visit PAWS, PJ to enquire / adopt. Bubbliest dog I've ever walked! She sure knows how to show you how happy she is..Amidst her excitement, she'd still sit on command. DOB: October Vaccinated, dewormed, spayed",3,2
1927,Dog,8,Dalmatian,Female,Black,White,Small,Short,No,No,Healthy,0,她太活泼！找到的新主人全都送回来了QAQ 有没有人愿意捐款助养小黑？ 顺便还有打针和结扎手术的费用……感恩,11,4
1928,Cat,3,Domestic Short Hair,Male,Black,Brown,Medium,Medium,No,No,Healthy,0,"i named by three kittens according to their hair colour. gray is the smallest in size but very quiet and obedient. ash is the naughtiest and burn is the closest to me and love to play with my fingers. they all love to dribble the pingpong ball. i love them very much, but i have to let them go coz the doctor has confirmed that i am suffering from asthma. i am willing to give them away for free, as long i can be assured that they are well taken care.",3,1
1929,Cat,2,Domestic Short Hair,Male,Black,White,Small,Medium,No,No,Healthy,0,"This is Momo Jacko (MJ) . I found him lost without his mother. I used to take care of this kitten about a week ago but then due to my sister's newborn baby, i have to give this baby to others who really really can give fully love for Jacko. Jacko is Black and White kitten with medium hair length. Got orange stain at his back left leg. And he got fleas (one week is not enough for recovering from fleas) The new adopter must; 1. Give him fully love. He's at the playful age , so he needed full attention from you 2. Please, no cage. Let him be free 3. Get rid of the fleas. 4. I dont mind what you feed him with, but premium foods would be nice. ( and milk ) 5. Vaccine him as he used to be a stray cat Contact me if you're interested.",3,2
1930,Cat,8,Domestic Short Hair,Male,Gray,No Color,Medium,Short,No,No,Healthy,0,"Playful, active and manja",3,4
1931,Dog,19,Mixed Breed,Female,White,No Color,Large,Short,No,No,Healthy,0,"小白〈Xiao Bai〉has been abandoned by a cruel owner outside the house. She is Very friendly and adorable dog.. I am looking for a permanent,loving home and a responsible dog owner to adopt her. She will be a great companion. New owners must be able to provide for them with lots of love, shelter, food and medical care for the rest of their lives. Do you have the love and care to offer? Requirements for Adoption: ========================= Cost of vaccinations and neutering to be borne by adopter. Vaccinations and neutering/spaying at 6 months of age are COMPULSORY. If you are interested in adopting,kindly contact me by call or sms . Please do not submit an inquiry if you are not serious about adopting.",13,2
1932,Dog,52,Shih Tzu,Male,Brown,Cream,Small,Medium,Yes,Not Sure,Healthy,100,"Puffy is very much healthy and he is a very well manner dog. He doesn't bark a lot except when you leave him alone. He crave for human companionship and he needs lots of LOVE. Well lately I shaved him down because he's got too many knots that won't go away. But besides that, everything's normal about him.",4,1
1933,Dog,1,Mixed Breed,Female,Brown,No Color,Medium,Medium,No,No,Healthy,0,Dog 4 Adoption,1,2
1934,Cat,1,Domestic Long Hair,Male,Black,Brown,Small,Medium,No,No,Healthy,0,Salam ad sesiapa nak adopt anak kucing nie jumpa d parking kereta careful area ampang jika berminat bole pm sy.... Lagi cepat lagi bagus hehe Bole msg jantina x sure la x reti nk tgk,1,1
1935,Dog,3,Labrador Retriever,Male,Yellow,No Color,Large,Short,No,Yes,Healthy,350,"massimo has a slight problem with his eyes but is otherwise in perfect condition. he will commence acupunture next week to address this weakness. he is loving, fun and a wonderful dog. he's good with children, dogs, cats and chickens. he is almost toilet trained and very responsive. he is for adoption to a home who can provide lots fo exercise and walks. he loves to swim and trek, so a family who lives in the suburbs would be ideal. holistically inclined, raw food feeding families strongly preferred.",4,3
1936,Cat,60,American Shorthair,Female,Black,Brown,Medium,Short,No,No,Healthy,0,"She came into our house and gave birth to 4 kittens one night. She wouldn't relocate the kittens and had a collar. We waited for the owner and even tried looking for her owner, but no one claimed her, so as of now she's staying in our house. I've changed her dirty collar into a new one. But very soon after giving birth, she fell pregnant again almost immediately. Anyone who wants to adopt her will have to consider her unborn kittens too. It's best if you'll spay her. She's extremely affectionate as she was someone's pet prior this. Very agile and cunning - i.e. always found a way to sneak into our house. She will not go to toilet in your house compound and will do it outside automatically. She eats normal cat food. Besides a scar on her left ear, she is completely healthy.",5,1
1937,Dog,2,Mixed Breed,Female,Black,Brown,Large,Short,Yes,No,Healthy,0,Healthy and adorable puppy Commitment to spay is compulsory Interested to adopt pls contact Amy ,5,3
1938,Dog,3,Mixed Breed,Male,Brown,No Color,Medium,Short,Yes,No,Healthy,0,Looking for a good home. No caging or tying for long hour except for precaution purposes Commitment to neuter him is compulsory. Serious adopter pls call or sms me.,5,1
1939,Dog,6,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,Need loving and caring owner for this puppy. We will bear for the neuter cost once the puppy is mature enough to be neutered. Please contact me if you interested.,2,0
1940,Dog,7,Mixed Breed,Female,Brown,No Color,Small,Short,Yes,Yes,Healthy,110,"DOB: July I have cute floppy ears, squarish-round muzzle, I look like a mini mastiff! I am gentle and I would like some love from humans. Please visit Paws, PJ for adoption. More info page : Adoption Page - PAWS PJ There are a lot more at the shelter, do drop by to visit / volunteer/donate.",4,2
1941,Dog,60,German Shepherd Dog,Female,Black,No Color,Medium,Medium,Yes,Yes,Healthy,0,Very beautiful and friendly dog She Need to bring out for a walk at least twice a day,0,1
1942,Dog,1,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,"A midnight hear a puppy crying bad, then i saw a guy is kicking him away to side of the road, ran to him and picked him up, minor injury on his hind leg at the first few days, now back to super active as normal. Is ready up for adoption, plus i have one distemper survivor dog are with me, so have to find him a home AS SOON AS POSSIBLE! Any kind heart would like to give him a home and would never dump him like his owner please do contact or sms me, thanks! ( serious adopter PLEASE! THANKS! )",23,2
1943,Dog,17,Bull Terrier,Female,White,No Color,Small,Short,Yes,No,Healthy,0,Friendly with human and dogs.,2,3
1944,Cat,7,Persian,Female,Black,No Color,Medium,Long,No,No,Healthy,0,"Miu Miu was given to my housemate in the past 3 months. She is very cuddly and love being petted. Rather shy at first, but once she has warmed up to you she will be very ""manja"" . She love any wet cat food and we are giving her Pro-Diet kibbles at the moment. Sadly, my housemate has developed an asthma allergic towards cat's fur and her health has deteriorated. As I'm always away from town as well, we have decided to find her a new home. Miu Miu is very curious and loves to play. She has been kept indoor for now. She will be vaccinated and neutered soon. We are looking for a new owner who could care for Miu Miu, dote on her and provide her with a loving family!",5,1
1945,Dog,3,Mixed Breed,Female,Cream,No Color,Medium,Short,Yes,No,Healthy,0,"Thanks to the one who ever send a best wish to XiaoMi. Thanks a lot! Is there a kind soul out there who would consider to adopt a local breed puppy? A cute female puppy was found by my friend beside the Highway -- XiaoMi She is a cute, she is very playful and friendly. We are trying to look for her a lovely home. Anyone who wish to give XiaoMi a home and love, please contact: HO The puppy is now in Kajang, 1st Vaccine done. Terms and Conditions: The person who want to adopt the dog 1) Have to stay in landed property and not condo, apartment, flat or shoplot. 2) Apply license for the dog and renew the license annually. 3) Have to bring the dog for vaccination. 4) Have to do heartworm prevention and deworming. 5) Have to neuter the dog.",7,2
1946,Cat,2,Domestic Short Hair,Female,Black,Cream,Medium,Short,No,No,Healthy,170,"Hi, I rescued Vee from a nearby restaurant 2 weeks ago. she was having a flu and heavily infested by fleas, but still very playful. current status: healthy, still on antibiotics for the flu. Free from fleas. because of the antibiotics, she hasn't taken the deworm medications and vaccinations because it would be too much for her to handle at once (info from the vet) the adoption fee is to cover for the medical and sustenance cost only because i have 2 other cats at home. i don't intend to make profit out of this adoption. if you are interested, bring a carrier and fetch her at my place. cash and carry.",4,2
1947,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,She has nice dark eyeliner & pretty coat. She is playful & loves attention. She is extremely alert & obedient. A wonderful companion to have. All she needs is a loving home. no tying up / caging please. Adopters must be willing to vaccinate & spay her. everydoghasitsday09.blogspot.com,1,2
1948,Cat,10,Domestic Short Hair,Female,White,No Color,Medium,Short,No,No,Healthy,0,"Cute young adult cat for adoption~ Cat's name: Snowy Age: 10 month Gender: Female Health condition: Good Have u deworm/deflea/neuter/spay the cat: deworm and deflea Reason to let go: I'm starting my first job soon Location: Gambang, Kuantan",1,3
1949,Dog,5,Mixed Breed,Female,Brown,No Color,Medium,Short,No,Yes,Healthy,0,"There are 2 bitch belongs to a factory where's opposite to my shop, they owner don't feed them well but do wants them to be a guard dogs in factory and we don't mind to feed them, 1 Mama dog gave birth to 13pups last end of year, unfortunately pups killed by car and sickness one by one.... my situation wont allow me to take in anymore pups as i still have 6 pups are with me up for adoption, and now she was the only survivor from 13pups, last saturday mom woke me up at 5am and telling this pup were crying bad as she were fall off in the deep drain crying for help, it took me time to save her and picked her up from the drain, doesn't matter we feed them daily still hard to gain her trust, locked her in cage and i found out something wrong with her eyes, she were blind, must be been attack by snake or something else i not sure, that's why she fall off into drain, we sent her to the vet, vet told us she may become a blind dog...lucky she is recovering after monitor, medicine and check up by Dr Lee, now she is fine and still in cage with me side of the shop, she's very nervous and wont step out from the cage, i think it must be a ''sickness'' in her heart, facing her siblings left one by one just all the bad happening since she's born, they owner never ask and do nothing to there dogs and puppies just buried after its died, we sent the bitch to spay and we do all the payed but still they don't even say thanks, well never mind we do it for the dogs not for the owner, i get very mad at them, the more i get angry is they would only send and take care on they pedigree dogs but never pay attention to the mongrel, really they don't deserve any pet! Anyway I'm not going to send this puppy back to them and now is trying to find her a home as she has right to deserve a better life, she needs lot of care and love, please do give her a second chance of life and show her what is ''love''!",10,3
